id,teks,tanggal,sumber,sentimen,teks_clean,teks_processed,teks_visual
5b89c8d7-fadb-4089-9b93-8cd2ddd02aa5,Bagus sih tapi kok dana cicil saya nggak aktif ennggak bisa di pakai transaksi,2026-08-18 18:35:23,playstore,netral,bagus sih tapi kok dana cicil saya nggak aktif ennggak bisa di pakai transaksi,bagus dana cicil tidak aktif ennggak pakai transaksi,bagus dana cicil aktif ennggak transaksi
3b2e44cb-7d79-46a9-a103-b65d9cc467fd,"Duit gue nyangkut gagal isi pulsa, pengembalian 2x24 lama banget kerjanya, tidak recomend",2026-08-18 16:38:02,playstore,negatif,duit gue nyangkut gagal isi pulsa pengembalian x lama banget kerjanya tidak recomend,duit nyangkut gagal isi pulsa x lama banget kerja tidak recomend,duit nyangkut gagal isi pulsa x lama kerja recomend
30c755fd-84bb-4367-99c9-12006a8726f2,terima kasih Alfa gift sudah sangat membantu saya❤️🫶 semoga Alfa gift semakin sukses dan maju terus aminnn😊,2026-08-18 16:07:17,playstore,positif,terima kasih alfa gift sudah sangat membantu saya semoga alfa gift semakin sukses dan maju terus aminnn,terima kasih alfa gift sangat bantu moga alfa gift makin sukses maju terus aminnn,terima kasih gift bantu moga gift makin sukses maju terus aminnn
21934043-936e-421e-9166-37dbe5e39cd8,bagus banget,2026-08-18 14:02:52,playstore,positif,bagus banget,bagus banget,bagus
31afe88d-8162-43b8-a9ee-903543d1c6a6,Min... Alfamart cabang Rajeg - Daon (Kabupaten Tangerang) kok gak ada delivery-nya ya ?,2026-08-18 12:26:20,playstore,netral,min alfamart cabang rajeg daon kabupaten tangerang kok gak ada deliverynya ya,min alfamart cabang rajeg daon kabupaten tangerang tidak deliverynya,min cabang rajeg daon kabupaten tangerang deliverynya
dac9b6bb-9ece-4f9b-b854-6ff0babcc7fd,respon admin Alfamart nya lama bahkan ga di respon klo di chat nnya soal pesanan dan pesanan di aplikasi sudah di trima padahal belum saya trima,2026-08-18 10:14:32,playstore,negatif,respon admin alfamart nya lama bahkan ga di respon klo di chat nnya soal pesanan dan pesanan di aplikasi sudah di trima padahal belum saya trima,respons admin alfamart lama bahkan tidak respons kalau chat nnya soal pesan pesan aplikasi trima padahal belum trima,respons admin lama bahkan respons chat nnya soal trima belum trima
7ce8effe-228f-4a2a-88bf-8257fbae203f,sangat bermanfaat,2026-08-18 07:47:22,playstore,positif,sangat bermanfaat,sangat manfaat,manfaat
5ba59604-ac8d-49c0-9ce7-01634ef670b0,"voucher potongan 50% udah dibayar tapi tidak bisa digunakan, mengajukan refund suruh nunggu 7x24 jam tidak ada dana masuk sampai saat ini. gimana sih niat kasih voucher nggak sih",2026-08-18 06:27:41,playstore,negatif,voucher potongan udah dibayar tapi tidak bisa digunakan mengajukan refund suruh nunggu x jam tidak ada dana masuk sampai saat ini gimana sih niat kasih voucher nggak sih,voucher potong bayar tidak aju refund suruh nunggu x jam tidak dana masuk gimana niat kasih voucher tidak,voucher potong bayar aju refund suruh nunggu x dana masuk gimana niat kasih voucher
5779a279-0c5f-4064-b9dd-65ffbd11bdfe,"aplikasi nya lemot bgt, susah dibuka padahal sinyal sudah oke",2026-08-18 05:29:22,playstore,negatif,aplikasi nya lemot bgt susah dibuka padahal sinyal sudah oke,aplikasi lot banget susah buka padahal sinyal oke,lot susah buka sinyal oke
928feed4-2a9b-4538-9ead-354be23fb74d,"Tolong dong min stok barangnya dicek lagi beneran ada apa ngga, terus diupdate stoknya di app alfagiftnya. Saya kemaren order 12 barang tpi 1 nya ternyata stockout padahal di app alfagiftnya keterangannya produknya avail, akhirnya kecancel semua. Mana refund uangnya lama ini udah 3 hari uang saya belum balik, padahal kata karyawannya max 3 hari. Saya minta kepastian kapan uang saya kembali min. Ga semua orang berduit, itu duit buat beli keperluan bulanan yg sampe sekarang saya msh blm bisa beli.",2026-08-18 05:00:45,playstore,negatif,tolong dong min stok barangnya dicek lagi beneran ada apa ngga terus diupdate stoknya di app alfagiftnya saya kemaren order barang tpi nya ternyata stockout padahal di app alfagiftnya keterangannya produknya avail akhirnya kecancel semua mana refund uangnya lama ini udah hari uang saya belum balik padahal kata karyawannya max hari saya minta kepastian kapan uang saya kembali min ga semua orang berduit itu duit buat beli keperluan bulanan yg sampe sekarang saya msh blm bisa beli,min stok barang cek beneran apa ngga terus diupdate stok aplikasi alfagiftnya kemaren order barang nyata stockout padahal aplikasi alfagiftnya terang produk avail akhir kecancel semua mana refund uang lama hari uang belum balik padahal kata karyawannya max hari minta kapan uang min tidak semua orang duit duit buat beli perlu bulan sekarang msh belum beli,min stok cek beneran apa ngga terus diupdate stok alfagiftnya kemaren order nyata stockout alfagiftnya terang produk avail akhir kecancel semua mana refund uang lama hari uang belum balik kata karyawannya max hari minta kapan uang min semua orang duit duit buat perlu bulan sekarang msh belum
38dbd7d4-5dfb-403e-aaca-c6a958cbada0,"Sengaja kasih bintang 5 biar di lihat semua orang, tolong banget aplikasinya di perbaiki. saya sudah 5 tahun menggunakan aplikasi ini, baru kali ini mengalami masalah. alamat yang selalu di gunakan untuk mengantarkan pesanan tiba² tidak tercover, udah di ubah pun alamat nya tetap aja tidak bisa. tolong banget di perbaiki aplikasinya, baru kali ini saya kecewa dengan alfagift",2026-08-18 01:09:56,playstore,negatif,sengaja kasih bintang biar di lihat semua orang tolong banget aplikasinya di perbaiki saya sudah tahun menggunakan aplikasi ini baru kali ini mengalami masalah alamat yang selalu di gunakan untuk mengantarkan pesanan tiba² tidak tercover udah di ubah pun alamat nya tetap aja tidak bisa tolong banget di perbaiki aplikasinya baru kali ini saya kecewa dengan alfagift,sengaja kasih bintang biar lihat semua orang banget aplikasi baik tahun aplikasi baru kali alami masalah alamat selalu antar pesan tiba tidak tercover ubah alamat tetap tidak banget baik aplikasi baru kali kecewa alfagift,sengaja kasih bintang biar lihat semua orang baik tahun baru kali alami masalah alamat selalu tiba tercover ubah alamat tetap baik baru kali kecewa
dc23e383-53cf-43ef-b77d-4ff32136f957,sangat membatu,2026-08-17 15:49:32,playstore,positif,sangat membatu,sangat bantu,bantu
ff2ef9b5-3505-4be4-bdbf-b0d1b1d0725b,"tolong d proses refund uang gueeeee.. kocak uda 3 hri lo yak. ini klu uda tau di alfamidi gak ada barangnya, d close kuantitinya. uda nungguin tiba2 blg mau d retur, maubalikkin uang tp gk d balikkin smpe skrg. greget bgt nunggunya yak.. ini uda mau masuk hri k empat. respin pngembalian uangnyya lama bgt.....",2026-08-17 15:27:06,playstore,negatif,tolong d proses refund uang gueeeee kocak uda hri lo yak ini klu uda tau di alfamidi gak ada barangnya d close kuantitinya uda nungguin tiba blg mau d retur maubalikkin uang tp gk d balikkin smpe skrg greget bgt nunggunya yak ini uda mau masuk hri k empat respin pngembalian uangnyya lama bgt,d proses refund uang kocak uda hri lo yak klu uda tau alfamidi tidak barang d close kuantitinya uda nungguin tiba blg mau d retur maubalikkin uang tidak d balikkin sekarang greget banget nunggunya yak uda mau masuk hri k empat respin pngembalian uangnyya lama banget,d proses refund uang kocak uda hri lo yak klu uda tau alfamidi d close kuantitinya uda nungguin tiba blg d retur maubalikkin uang d balikkin sekarang greget nunggunya yak uda masuk hri k empat respin pngembalian uangnyya lama
3921c50f-4aea-4594-9611-0ee24238e3f1,pelayanan buruk,2026-08-17 15:25:33,playstore,negatif,pelayanan buruk,layan buruk,layan buruk
5a17d63e-54af-415c-bdff-c44dd6a93c66,pelayanan-nya kurang memuaskan lama banget antr pesanannya dan slow respon kalau di chat,2026-08-17 12:59:04,playstore,negatif,pelayanannya kurang memuaskan lama banget antr pesanannya dan slow respon kalau di chat,layan kurang muas lama banget antr pesan slow respons kalau chat,layan kurang muas lama antr slow respons chat
972b5341-c0a1-45ce-8b1c-57d752c77d44,kurir tidak mempunyai atitud yang kurang sangat baik di alfamart raya bawen kurir naik motor vario knalpot brong,2026-08-17 11:59:36,playstore,negatif,kurir tidak mempunyai atitud yang kurang sangat baik di alfamart raya bawen kurir naik motor vario knalpot brong,kurir tidak punya atitud kurang sangat baik alfamart raya bawen kurir naik motor vario knalpot brong,kurir punya atitud kurang baik raya bawen kurir naik motor vario knalpot brong
cc8edfec-3e29-499b-9afa-c7f64c6f0f46,"bukan gk mau belanja online, tapi aplikasinya lemot banget.",2026-08-17 11:46:01,playstore,negatif,bukan gk mau belanja online tapi aplikasinya lemot banget,bukan tidak mau belanja online aplikasi lot banget,bukan online lot
5dae768d-2aca-46b3-9074-ec4a1117199c,"eror lokasi gw aja salah, plis lah daftar nya juga g bisa udh baca syara ketentuan nya pas di kali g bisa apk nya eror apa gimana",2026-08-17 09:46:36,playstore,negatif,eror lokasi gw aja salah plis lah daftar nya juga g bisa udh baca syara ketentuan nya pas di kali g bisa apk nya eror apa gimana,eror lokasi salah plis daftar g baca syara pas kali g aplikasi eror apa gimana,eror lokasi salah plis daftar g baca syara pas kali g eror apa gimana
e691ef72-3127-47ce-9748-96e85dd86fd2,mau msuk LG gak bisa knp ya,2026-08-17 06:32:54,playstore,negatif,mau msuk lg gak bisa knp ya,mau msuk tidak knp,msuk knp
869fcf1f-68d1-4c75-a13a-6e691c77c003,haloooo alfaaaa plis deeehh gausah ndetect lokasi ku. jelas error kan!! akutuh diluar negri. aku mau beli barang buat kluargaku di rumah. malah kamu ndetect lokasi ku yg diluar jangkauan iniii.. hadeeeeehhh ga penting km tau aku dimana. yg penting lamat kirim jelas. yg pinter deh.. kyk shopee gt loh pinter,2026-08-17 05:55:19,playstore,negatif,haloooo alfaaaa plis deeehh gausah ndetect lokasi ku jelas error kan akutuh diluar negri aku mau beli barang buat kluargaku di rumah malah kamu ndetect lokasi ku yg diluar jangkauan iniii hadeeeeehhh ga penting km tau aku dimana yg penting lamat kirim jelas yg pinter deh kyk shopee gt loh pinter,haloooo alfaaaa plis deeehh tidak usah ndetect lokasi ku jelas error kan akutuh luar negri mau beli barang buat kluargaku rumah malah ndetect lokasi ku luar jangkau iniii hadeeeeehhh tidak penting km tau penting lamat kirim jelas pinter kyk shopee gt loh pinter,haloooo alfaaaa plis deeehh usah ndetect lokasi ku jelas error kan akutuh luar negri buat kluargaku rumah ndetect lokasi ku luar jangkau iniii hadeeeeehhh penting km tau penting lamat jelas pinter kyk shopee gt loh pinter
2f07414a-9172-42ac-a878-f6e542167d1e,"ALFAGIFT keren banget sekarang, udah ada metode pembayaran QRIS 🤭 Alhamdulillah itu yg udh lama aku nanti kan. mana qris nya berlaku buat spaylater juga😌 super gampang banget udahh. seneng. rekomend banget buat kalian guys promonya banyakk",2026-08-17 05:41:03,playstore,positif,alfagift keren banget sekarang udah ada metode pembayaran qris alhamdulillah itu yg udh lama aku nanti kan mana qris nya berlaku buat spaylater juga super gampang banget udahh seneng rekomend banget buat kalian guys promonya banyakk,alfagift keren banget sekarang metode bayar qris alhamdulillah lama kan mana qris laku buat spaylater super gampang banget udahh neng rekomend banget buat kalian guys promonya banyakk,keren sekarang metode bayar qris alhamdulillah lama kan mana qris laku buat spaylater super gampang udahh neng rekomend buat kalian guys promonya banyakk
dc70066b-2e1f-4f23-9240-c6014d18e927,"sering update, bukannya lebih baik malah tambah buruk. loading lambat, muat halaman terasa berat",2026-08-17 05:22:07,playstore,negatif,sering update bukannya lebih baik malah tambah buruk loading lambat muat halaman terasa berat,sering update bukan lebih baik malah tambah buruk loading lambat muat halaman asa berat,sering update bukan baik tambah buruk loading lambat muat halaman asa berat
d6dc10cd-8874-4c25-9365-5f2d2da0af20,"Aplikasi sudah kembali normal, no bug.",2026-08-17 04:25:56,playstore,positif,aplikasi sudah kembali normal no bug,aplikasi normal no bug,normal no bug
316a8208-cf38-40ca-aa9a-4cd126976fd4,"saya udah checkout dan bayar, uang nya kepotong tapi di aplikasi masih ""menunggu pembayaran"" sampe sekarang duitnya belum balik ilang dah 100k",2026-08-17 03:55:51,playstore,negatif,saya udah checkout dan bayar uang nya kepotong tapi di aplikasi masih menunggu pembayaran sampe sekarang duitnya belum balik ilang dah k,checkout bayar uang potong aplikasi tunggu bayar sekarang duit belum balik ilang dah k,checkout bayar uang potong tunggu bayar sekarang duit belum balik ilang dah k
3cf707aa-8dad-48e9-85da-104a4e721c8c,aplikasi berjalan lemot kurang memuaskan.,2026-08-17 00:59:51,playstore,negatif,aplikasi berjalan lemot kurang memuaskan,aplikasi jalan lot kurang muas,jalan lot kurang muas
f9b37346-3722-4b41-9609-79d362671d76,"alfagift memudahkan pembeli dengan berbagai fitur nya, sejauh ini saya benar-benar dibantu oleh alfagift dan tidak menemukan adanya masalah. Terimakasih developer telah membuat aplikasi alfagift 😭🙏",2026-08-16 22:38:35,playstore,positif,alfagift memudahkan pembeli dengan berbagai fitur nya sejauh ini saya benarbenar dibantu oleh alfagift dan tidak menemukan adanya masalah terimakasih developer telah membuat aplikasi alfagift,alfagift mudah beli bagai fitur jauh benarbenar bantu alfagift tidak temu masalah terimakasih developer buat aplikasi alfagift,mudah bagai fitur jauh benarbenar bantu temu masalah terimakasih developer buat
5d603451-bd69-4342-900b-069714039b58,kenapa aplikasi ny ga bisa kebuka,2026-08-16 18:22:43,playstore,negatif,kenapa aplikasi ny ga bisa kebuka,aplikasi tidak buka,buka
7a2d9dab-a44a-44c1-9a02-a8f29e471379,belanja oke tp kl beli galon NO banget lamaaa banget sample kehausann,2026-08-16 12:25:04,playstore,negatif,belanja oke tp kl beli galon no banget lamaaa banget sample kehausann,belanja oke kalau beli galon no banget lamaaa banget sample kehausann,oke galon no lamaaa sample kehausann
8c3f972f-be38-44e6-98c3-a4dc35b500e0,mantap bgt,2026-08-16 11:50:59,playstore,positif,mantap bgt,mantap banget,mantap
8fd9434c-fc3c-4c06-a0a5-60cb643e95c6,suka pengirimannya cepat dan produknya selalu lengkap,2026-08-16 08:46:32,playstore,positif,suka pengirimannya cepat dan produknya selalu lengkap,suka kirim cepat produk selalu lengkap,suka cepat produk selalu lengkap
7f16f38e-815b-428f-b253-cb910f98816c,"pesen dari jam 6.52 buat pengiriman jam 8. sampe jam 3 sore ga ada juga. jam 10 pdhl statusnya dalam pengiriman. dichat ga dibales padahal aktif, giliran ditegasin minta cancel malah nanya ""pesanan yg mana ya"", ga sopannnn!!!",2026-08-16 08:13:22,playstore,netral,pesen dari jam buat pengiriman jam sampe jam sore ga ada juga jam pdhl statusnya dalam pengiriman dichat ga dibales padahal aktif giliran ditegasin minta cancel malah nanya pesanan yg mana ya ga sopannnn,pesan jam buat kirim jam jam sore tidak jam padahal status kirim dichat tidak dibales padahal aktif gilir ditegasin minta cancel malah nanya pesan mana tidak sopannnn,buat sore status dichat dibales aktif gilir ditegasin minta cancel nanya mana sopannnn
3afa48ec-7086-4dd0-a867-e4bbeac29cf0,"Banyak oknum, barang tdk komplit. pesan 5, di kirim 4. kurir kebanyakan tdk kredible",2026-08-16 07:55:15,playstore,positif,banyak oknum barang tdk komplit pesan di kirim kurir kebanyakan tdk kredible,banyak oknum barang tidak komplit pesan kirim kurir banyak tidak kredible,banyak oknum komplit kurir banyak kredible
108bc157-714a-47fc-a861-1828bf8fbdf9,Sangat membantu pemesanan delivery terimakasih,2026-08-16 07:50:18,playstore,positif,sangat membantu pemesanan delivery terimakasih,sangat bantu mesan delivery terimakasih,bantu mesan delivery terimakasih
c8e338f6-1d56-4f1a-a032-82b32fad902d,"saya pesen ,dari jam 9 Sampek jam 3 GK dtang"" ,Giman sih Alfa ini",2026-08-16 07:23:42,playstore,netral,saya pesen dari jam sampek jam gk dtang giman sih alfa ini,pesan jam sampek jam tidak dtang gim alfa,sampek dtang gim
4e29821a-c7f1-4921-b6c0-0fbc9f2cf21d,"lucu bngett adminya bales, aku juga mau dibales adminn😭😗",2026-08-16 06:33:54,playstore,netral,lucu bngett adminya bales aku juga mau dibales adminn,lucu bngett adminya bales mau dibales adminn,lucu bngett adminya bales dibales adminn
d3347b53-9afa-4d13-bb4e-8648da83a676,"mengapa harus update terus, menuhi memori",2026-08-16 05:44:28,playstore,netral,mengapa harus update terus menuhi memori,update terus menuhi memori,update terus menuhi memori
6edec9df-1909-4864-85f4-c31b7233fb78,aplikasi nya ribet tidak memudahkan pendaftar,2026-08-16 05:38:20,playstore,positif,aplikasi nya ribet tidak memudahkan pendaftar,aplikasi ribet tidak mudah daftar,ribet mudah daftar
