id,teks,tanggal,sumber,sentimen_auto
dc23e383-53cf-43ef-b77d-4ff32136f957,sangat membatu,8/17/2026 15:49,playstore,positif
ff2ef9b5-3505-4be4-bdbf-b0d1b1d0725b,"tolong d proses refund uang gueeeee.. kocak uda 3 hri lo yak. ini klu uda tau di alfamidi gak ada barangnya, d close kuantitinya. uda nungguin tiba2 blg mau d retur, maubalikkin uang tp gk d balikkin smpe skrg. greget bgt nunggunya yak.. ini uda mau masuk hri k empat. respin pngembalian uangnyya lama bgt.....",8/17/2026 15:27,playstore,negatif
3921c50f-4aea-4594-9611-0ee24238e3f1,pelayanan buruk,8/17/2026 15:25,playstore,negatif
5a17d63e-54af-415c-bdff-c44dd6a93c66,pelayanan-nya kurang memuaskan lama banget antr pesanannya dan slow respon kalau di chat,8/17/2026 12:59,playstore,negatif
972b5341-c0a1-45ce-8b1c-57d752c77d44,kurir tidak mempunyai atitud yang kurang sangat baik di alfamart raya bawen kurir naik motor vario knalpot brong,8/17/2026 11:59,playstore,negatif
cc8edfec-3e29-499b-9afa-c7f64c6f0f46,"bukan gk mau belanja online, tapi aplikasinya lemot banget.",8/17/2026 11:46,playstore,negatif
5dae768d-2aca-46b3-9074-ec4a1117199c,"eror lokasi gw aja salah, plis lah daftar nya juga g bisa udh baca syara ketentuan nya pas di kali g bisa apk nya eror apa gimana",8/17/2026 9:46,playstore,negatif
e691ef72-3127-47ce-9748-96e85dd86fd2,mau msuk LG gak bisa knp ya,8/17/2026 6:32,playstore,negatif
869fcf1f-68d1-4c75-a13a-6e691c77c003,haloooo alfaaaa plis deeehh gausah ndetect lokasi ku. jelas error kan!! akutuh diluar negri. aku mau beli barang buat kluargaku di rumah. malah kamu ndetect lokasi ku yg diluar jangkauan iniii.. hadeeeeehhh ga penting km tau aku dimana. yg penting lamat kirim jelas. yg pinter deh.. kyk shopee gt loh pinter,8/17/2026 5:55,playstore,negatif
2f07414a-9172-42ac-a878-f6e542167d1e,"ALFAGIFT keren banget sekarang, udah ada metode pembayaran QRIS 🤭 Alhamdulillah itu yg udh lama aku nanti kan. mana qris nya berlaku buat spaylater juga😌 super gampang banget udahh. seneng. rekomend banget buat kalian guys promonya banyakk",8/17/2026 5:41,playstore,positif
dc70066b-2e1f-4f23-9240-c6014d18e927,"sering update, bukannya lebih baik malah tambah buruk. loading lambat, muat halaman terasa berat",8/17/2026 5:22,playstore,negatif
d6dc10cd-8874-4c25-9365-5f2d2da0af20,"Aplikasi sudah kembali normal, no bug.",8/17/2026 4:25,playstore,positif
316a8208-cf38-40ca-aa9a-4cd126976fd4,"saya udah checkout dan bayar, uang nya kepotong tapi di aplikasi masih ""menunggu pembayaran"" sampe sekarang duitnya belum balik ilang dah 100k",8/17/2026 3:55,playstore,negatif
3cf707aa-8dad-48e9-85da-104a4e721c8c,aplikasi berjalan lemot kurang memuaskan.,8/17/2026 0:59,playstore,negatif
f9b37346-3722-4b41-9609-79d362671d76,"alfagift memudahkan pembeli dengan berbagai fitur nya, sejauh ini saya benar-benar dibantu oleh alfagift dan tidak menemukan adanya masalah. Terimakasih developer telah membuat aplikasi alfagift 😭🙏",8/16/2026 22:38,playstore,positif
5d603451-bd69-4342-900b-069714039b58,kenapa aplikasi ny ga bisa kebuka,8/16/2026 18:22,playstore,negatif
7a2d9dab-a44a-44c1-9a02-a8f29e471379,belanja oke tp kl beli galon NO banget lamaaa banget sample kehausann,8/16/2026 12:25,playstore,negatif
8c3f972f-be38-44e6-98c3-a4dc35b500e0,mantap bgt,8/16/2026 11:50,playstore,positif
